Trade #,Buy Amount (USDT),Sell Gross (USDT),Fee (0.4%),Sell After Fee,Net Profit,Total Capital (USDT),Total Capital (INR),Growth %
325,25.126101,25.502993,0.102012,25.400981,0.27488,27.668834,2213.51,2666.88
326,25.377362,25.758023,0.103032,25.654991,0.277628,27.946463,2235.72,2694.65
327,25.631136,26.015603,0.104062,25.911541,0.280405,28.226867,2258.15,2722.69
328,25.887447,26.275759,0.105103,26.170656,0.283209,28.510076,2280.81,2751.01
329,26.146322,26.538517,0.106154,26.432362,0.286041,28.796117,2303.69,2779.61
330,26.407785,26.803902,0.107216,26.696686,0.288901,29.085018,2326.8,2808.5
331,26.671863,27.071941,0.108288,26.963653,0.29179,29.376808,2350.14,2837.68
332,26.938581,27.34266,0.109371,27.233289,0.294708,29.671516,2373.72,2867.15
333,27.207967,27.616087,0.110464,27.505622,0.297655,29.969171,2397.53,2896.92
334,27.480047,27.892248,0.111569,27.780679,0.300632,30.269803,2421.58,2926.98
335,27.754847,28.17117,0.112685,28.058485,0.303638,30.573441,2445.88,2957.34
336,28.032396,28.452882,0.113812,28.33907,0.306674,30.880115,2470.41,2988.01
337,28.31272,28.737411,0.11495,28.622461,0.309741,31.189857,2495.19,3018.99
338,28.595847,29.024785,0.116099,28.908686,0.312839,31.502695,2520.22,3050.27
339,28.881805,29.315033,0.11726,29.197772,0.315967,31.818662,2545.49,3081.87
340,29.170624,29.608183,0.118433,29.48975,0.319127,32.137789,2571.02,3113.78
341,29.46233,29.904265,0.119617,29.784648,0.322318,32.460107,2596.81,3146.01
342,29.756953,30.203307,0.120813,30.082494,0.325541,32.785648,2622.85,3178.56
343,30.054523,30.50534,0.122021,30.383319,0.328796,33.114444,2649.16,3211.44
344,30.355068,30.810394,0.123242,30.687152,0.332084,33.446529,2675.72,3244.65
345,30.658618,31.118498,0.124474,30.994024,0.335405,33.781934,2702.55,3278.19
346,30.965205,31.429683,0.125719,31.303964,0.338759,34.120693,2729.66,3312.07
347,31.274857,31.74398,0.126976,31.617004,0.342147,34.46284,2757.03,3346.28
348,31.587605,32.061419,0.128246,31.933174,0.345568,34.808409,2784.67,3380.84
349,31.903481,32.382034,0.129528,32.252505,0.349024,35.157433,2812.59,3415.74
350,32.222516,32.705854,0.130823,32.57503,0.352514,35.509947,2840.8,3450.99
351,32.544741,33.032912,0.132132,32.900781,0.356039,35.865986,2869.28,3486.6
352,32.870189,33.363242,0.133453,33.229789,0.3596,36.225586,2898.05,3522.56
353,33.198891,33.696874,0.134787,33.562086,0.363196,36.588782,2927.1,3558.88
354,33.53088,34.033843,0.136135,33.897707,0.366828,36.95561,2956.45,3595.56
355,33.866188,34.374181,0.137497,34.236684,0.370496,37.326106,2986.09,3632.61
356,34.20485,34.717923,0.138872,34.579051,0.374201,37.700307,3016.02,3670.03
357,34.546899,35.065102,0.14026,34.924842,0.377943,38.07825,3046.26,3707.83
358,34.892368,35.415753,0.141663,35.27409,0.381723,38.459973,3076.8,3746
359,35.241291,35.769911,0.14308,35.626831,0.38554,38.845512,3107.64,3784.55
360,35.593704,36.12761,0.14451,35.983099,0.389395,39.234908,3138.79,3823.49
361,35.949641,36.488886,0.145956,36.34293,0.393289,39.628197,3170.26,3862.82
362,36.309138,36.853775,0.147415,36.70636,0.397222,40.025419,3202.03,3902.54
363,36.672229,37.222313,0.148889,37.073423,0.401194,40.426613,3234.13,3942.66
364,37.038951,37.594536,0.150378,37.444158,0.405206,40.831819,3266.55,3983.18
365,37.409341,37.970481,0.151882,37.818599,0.409258,41.241077,3299.29,4024.11
366,37.783434,38.350186,0.153401,38.196785,0.413351,41.654428,3332.35,4065.44
367,38.161269,38.733688,0.154935,38.578753,0.417484,42.071912,3365.75,4107.19
368,38.542881,39.121025,0.156484,38.96454,0.421659,42.493571,3399.49,4149.36
369,38.92831,39.512235,0.158049,39.354186,0.425876,42.919447,3433.56,4191.94
370,39.317593,39.907357,0.159629,39.747728,0.430134,43.349582,3467.97,4234.96
371,39.710769,40.306431,0.161226,40.145205,0.434436,43.784017,3502.72,4278.4
372,40.107877,40.709495,0.162838,40.546657,0.43878,44.222798,3537.82,4322.28
373,40.508956,41.11659,0.164466,40.952124,0.443168,44.665965,3573.28,4366.6
374,40.914045,41.527756,0.166111,41.361645,0.4476,45.113565,3609.09,4411.36
375,41.323186,41.943033,0.167772,41.775261,0.452076,45.565641,3645.25,4456.56
376,41.736418,42.362464,0.16945,42.193014,0.456596,46.022237,3681.78,4502.22
377,42.153782,42.786088,0.171144,42.614944,0.461162,46.4834,3718.67,4548.34
378,42.57532,43.213949,0.172856,43.041094,0.465774,46.949174,3755.93,4594.92
379,43.001073,43.646089,0.174584,43.471504,0.470432,47.419605,3793.57,4641.96
380,43.431083,44.08255,0.17633,43.90622,0.475136,47.894741,3831.58,4689.47
381,43.865394,44.523375,0.178094,44.345282,0.479887,48.374629,3869.97,4737.46
382,44.304048,44.968609,0.179874,44.788735,0.484686,48.859315,3908.75,4785.93
383,44.747089,45.418295,0.181673,45.236622,0.489533,49.348848,3947.91,4834.88
384,45.19456,45.872478,0.18349,45.688988,0.494428,49.843277,3987.46,4884.33
385,45.646505,46.331203,0.185325,46.145878,0.499373,50.342649,4027.41,4934.26
386,46.10297,46.794515,0.187178,46.607337,0.504366,50.847016,4067.76,4984.7
387,46.564,47.26246,0.18905,47.07341,0.50941,51.356426,4108.51,5035.64
388,47.02964,47.735085,0.19094,47.544144,0.514504,51.87093,4149.67,5087.09
389,47.499936,48.212435,0.19285,48.019586,0.519649,52.39058,4191.25,5139.06
390,47.974936,48.69456,0.194778,48.499782,0.524846,52.915425,4233.23,5191.54
391,48.454685,49.181505,0.196726,48.984779,0.530094,53.44552,4275.64,5244.55
392,48.939232,49.67332,0.198693,49.474627,0.535395,53.980915,4318.47,5298.09
393,49.428624,50.170054,0.20068,49.969373,0.540749,54.521664,4361.73,5352.17
394,49.92291,50.671754,0.202687,50.469067,0.546157,55.067821,4405.43,5406.78
395,50.42214,51.178472,0.204714,50.973758,0.551618,55.619439,4449.56,5461.94
396,50.926361,51.690256,0.206761,51.483495,0.557134,56.176573,4494.13,5517.66
397,51.435625,52.207159,0.208829,51.99833,0.562706,56.739279,4539.14,5573.93
398,51.949981,52.729231,0.210917,52.518314,0.568333,57.307612,4584.61,5630.76
399,52.469481,53.256523,0.213026,53.043497,0.574016,57.881628,4630.53,5688.16
400,52.994175,53.789088,0.215156,53.573932,0.579756,58.461384,4676.91,5746.14
401,53.524117,54.326979,0.217308,54.109671,0.585554,59.046938,4723.76,5804.69
402,54.059358,54.870249,0.219481,54.650768,0.591409,59.638347,4771.07,5863.83
403,54.599952,55.418951,0.221676,55.197275,0.597323,60.235671,4818.85,5923.57
404,55.145951,55.973141,0.223893,55.749248,0.603297,60.838968,4867.12,5983.9
405,55.697411,56.532872,0.226131,56.306741,0.60933,61.448297,4915.86,6044.83
406,56.254385,57.098201,0.228393,56.869808,0.615423,62.06372,4965.1,6106.37
407,56.816929,57.669183,0.230677,57.438506,0.621577,62.685297,5014.82,6168.53
408,57.385098,58.245875,0.232983,58.012891,0.627793,63.31309,5065.05,6231.31
409,57.958949,58.828333,0.235313,58.59302,0.634071,63.947161,5115.77,6294.72
410,58.538539,59.416617,0.237666,59.17895,0.640412,64.587573,5167.01,6358.76
411,59.123924,60.010783,0.240043,59.77074,0.646816,65.234389,5218.75,6423.44
412,59.715163,60.610891,0.242444,60.368447,0.653284,65.887673,5271.01,6488.77
413,60.312315,61.217,0.244868,60.972132,0.659817,66.547489,5323.8,6554.75
414,60.915438,61.82917,0.247317,61.581853,0.666415,67.213904,5377.11,6621.39
415,61.524593,62.447461,0.24979,62.197672,0.673079,67.886983,5430.96,6688.7
416,62.139838,63.071936,0.252288,62.819648,0.67981,68.566793,5485.34,6756.68
417,62.761237,63.702655,0.254811,63.447845,0.686608,69.253401,5540.27,6825.34
418,63.388849,64.339682,0.257359,64.082323,0.693474,69.946875,5595.75,6894.69
419,64.022738,64.983079,0.259932,64.723146,0.700409,70.647284,5651.78,6964.73
420,64.662965,65.63291,0.262532,65.370378,0.707413,71.354697,5708.38,7035.47
421,65.309595,66.289239,0.265157,66.024082,0.714487,72.069184,5765.53,7106.92
422,65.962691,66.952131,0.267809,66.684322,0.721632,72.790815,5823.27,7179.08
423,66.622318,67.621652,0.270487,67.351166,0.728848,73.519664,5881.57,7251.97
424,67.288541,68.297869,0.273191,68.024677,0.736137,74.2558,5940.46,7325.58
425,67.961426,68.980848,0.275923,68.704924,0.743498,74.999298,5999.94,7399.93
426,68.64104,69.670656,0.278683,69.391973,0.750933,75.750231,6060.02,7475.02
427,69.327451,70.367363,0.281469,70.085893,0.758442,76.508674,6120.69,7550.87
428,70.020725,71.071036,0.284284,70.786752,0.766027,77.2747,6181.98,7627.47
429,70.720933,71.781747,0.287127,71.49462,0.773687,78.048387,6243.87,7704.84
430,71.428142,72.499564,0.289998,72.209566,0.781424,78.829811,6306.38,7782.98
431,72.142423,73.22456,0.292898,72.931661,0.789238,79.619049,6369.52,7861.9
432,72.863848,73.956805,0.295827,73.660978,0.79713,80.41618,6433.29,7941.62
433,73.592486,74.696373,0.298785,74.397588,0.805102,81.221282,6497.7,8022.13
434,74.328411,75.443337,0.301773,75.141564,0.813153,82.034434,6562.75,8103.44
435,75.071695,76.19777,0.304791,75.892979,0.821284,82.855719,6628.46,8185.57
436,75.822412,76.959748,0.307839,76.651909,0.829497,83.685216,6694.82,8268.52
437,76.580636,77.729346,0.310917,77.418428,0.837792,84.523008,6761.84,8352.3
438,77.346442,78.506639,0.314027,78.192613,0.84617,85.369178,6829.53,8436.92
439,78.119907,79.291705,0.317167,78.974539,0.854632,86.22381,6897.9,8522.38
440,78.901106,80.084623,0.320338,79.764284,0.863178,87.086988,6966.96,8608.7
441,79.690117,80.885469,0.323542,80.561927,0.87181,87.958798,7036.7,8695.88
442,80.487018,81.694323,0.326777,81.367546,0.880528,88.839326,7107.15,8783.93
443,81.291888,82.511267,0.330045,82.181222,0.889333,89.728659,7178.29,8872.87
444,82.104807,83.336379,0.333346,83.003034,0.898227,90.626886,7250.15,8962.69
445,82.925855,84.169743,0.336679,83.833064,0.907209,91.534095,7322.73,9053.41
446,83.755114,85.011441,0.340046,84.671395,0.916281,92.450375,7396.03,9145.04
447,84.592665,85.861555,0.343446,85.518109,0.925444,93.375819,7470.07,9237.58
448,85.438592,86.720171,0.346881,86.37329,0.934698,94.310517,7544.84,9331.05
449,86.292978,87.587372,0.350349,87.237023,0.944045,95.254563,7620.37,9425.46
450,87.155907,88.463246,0.353853,88.109393,0.953486,96.208048,7696.64,9520.8
451,88.027466,89.347878,0.357392,88.990487,0.96302,97.171069,7773.69,9617.11
452,88.907741,90.241357,0.360965,89.880392,0.972651,98.143719,7851.5,9714.37
453,89.796818,91.143771,0.364575,90.779196,0.982377,99.126097,7930.09,9812.61
454,90.694787,92.055208,0.368221,91.686988,0.992201,100.118298,8009.46,9911.83
455,91.601735,92.975761,0.371903,92.603857,1.002123,101.120421,8089.63,10012.04
456,92.517752,93.905518,0.375622,93.529896,1.012144,102.132565,8170.61,10113.26
457,93.442929,94.844573,0.379378,94.465195,1.022266,103.15483,8252.39,10215.48
458,94.377359,95.793019,0.383172,95.409847,1.032488,104.187319,8334.99,10318.73
459,95.321132,96.750949,0.387004,96.363945,1.042813,105.230132,8418.41,10423.01
460,96.274344,97.718459,0.390874,97.327585,1.053241,106.283373,8502.67,10528.34
461,97.237087,98.695643,0.394783,98.300861,1.063774,107.347147,8587.77,10634.71
462,98.209458,99.6826,0.39873,99.283869,1.074411,108.421558,8673.72,10742.16
463,99.191552,100.679426,0.402718,100.276708,1.085156,109.506714,8760.54,10850.67
464,100.183468,101.68622,0.406745,101.279475,1.096007,110.602721,8848.22,10960.27
465,101.185303,102.703082,0.410812,102.29227,1.106967,111.709688,8936.78,11070.97
466,102.197156,103.730113,0.41492,103.315193,1.118037,112.827725,9026.22,11182.77
467,103.219127,104.767414,0.41907,104.348345,1.129217,113.956942,9116.56,11295.69
468,104.251319,105.815088,0.42326,105.391828,1.140509,115.097452,9207.8,11409.75
469,105.293832,106.873239,0.427493,106.445746,1.151915,116.249366,9299.95,11524.94
470,106.34677,107.941972,0.431768,107.510204,1.163434,117.4128,9393.02,11641.28
471,107.410238,109.021391,0.436086,108.585306,1.175068,118.587868,9487.03,11758.79
472,108.48434,110.111605,0.440446,109.671159,1.186819,119.774687,9581.97,11877.47
473,109.569184,111.212721,0.444851,110.76787,1.198687,120.973374,9677.87,11997.34
474,110.664875,112.324848,0.449299,111.875549,1.210674,122.184047,9774.72,12118.4
475,111.771524,113.448097,0.453792,112.994305,1.22278,123.406828,9872.55,12240.68
476,112.889239,114.582578,0.45833,114.124248,1.235008,124.641836,9971.35,12364.18
477,114.018132,115.728404,0.462914,115.26549,1.247358,125.889194,10071.14,12488.92
478,115.158313,116.885688,0.467543,116.418145,1.259832,127.149026,10171.92,12614.9
479,116.309896,118.054545,0.472218,117.582326,1.27243,128.421457,10273.72,12742.15
480,117.472995,119.23509,0.47694,118.75815,1.285155,129.706611,10376.53,12870.66
481,118.647725,120.427441,0.48171,119.945731,1.298006,131.004617,10480.37,13000.46
482,119.834202,121.631715,0.486527,121.145189,1.310986,132.315604,10585.25,13131.56
483,121.032544,122.848033,0.491392,122.35664,1.324096,133.6397,10691.18,13263.97
484,122.24287,124.076513,0.496306,123.580207,1.337337,134.977037,10798.16,13397.7
485,123.465299,125.317278,0.501269,124.816009,1.35071,136.327747,10906.22,13532.77
486,124.699952,126.570451,0.506282,126.064169,1.364217,137.691964,11015.36,13669.2
487,125.946951,127.836155,0.511345,127.324811,1.37786,139.069824,11125.59,13806.98
488,127.206421,129.114517,0.516458,128.598059,1.391638,140.461462,11236.92,13946.15
489,128.478485,130.405662,0.521623,129.884039,1.405555,141.867017,11349.36,14086.7
490,129.76327,131.709719,0.526839,131.18288,1.41961,143.286627,11462.93,14228.66
491,131.060902,133.026816,0.532107,132.494709,1.433806,144.720433,11577.63,14372.04
492,132.371511,134.357084,0.537428,133.819656,1.448144,146.168578,11693.49,14516.86
493,133.695226,135.700655,0.542803,135.157852,1.462626,147.631203,11810.5,14663.12
494,135.032179,137.057661,0.548231,136.509431,1.477252,149.108456,11928.68,14810.85
495,136.3825,138.428238,0.553713,137.874525,1.492025,150.60048,12048.04,14960.05
496,137.746325,139.81252,0.55925,139.25327,1.506945,152.107425,12168.59,15110.74
497,139.123789,141.210646,0.564843,140.645803,1.522014,153.629439,12290.36,15262.94
498,140.515027,142.622752,0.570491,142.052261,1.537234,155.166674,12413.33,15416.67
499,141.920177,144.04898,0.576196,143.472784,1.552607,156.71928,12537.54,15571.93
500,143.339379,145.489469,0.581958,144.907511,1.568133,158.287413,12662.99,15728.74
501,144.772772,146.944364,0.587777,146.356587,1.583814,159.871227,12789.7,15887.12
502,146.2205,148.413808,0.593655,147.820152,1.599652,161.470879,12917.67,16047.09
503,147.682705,149.897946,0.599592,149.298354,1.615649,163.086528,13046.92,16208.65
504,149.159532,151.396925,0.605588,150.791337,1.631805,164.718334,13177.47,16371.83
505,150.651128,152.910894,0.611644,152.299251,1.648123,166.366457,13309.32,16536.65
506,152.157639,154.440003,0.61776,153.822243,1.664605,168.031061,13442.48,16703.11
507,153.679215,155.984403,0.623938,155.360466,1.681251,169.712312,13576.98,16871.23
508,155.216007,157.544247,0.630177,156.91407,1.698063,171.410375,13712.83,17041.04
509,156.768167,159.11969,0.636479,158.483211,1.715044,173.125419,13850.03,17212.54
510,158.335849,160.710887,0.642844,160.068043,1.732194,174.857613,13988.61,17385.76
511,159.919208,162.317996,0.649272,161.668724,1.749516,176.607129,14128.57,17560.71
512,161.5184,163.941176,0.655765,163.285411,1.767011,178.374141,14269.93,17737.41
513,163.133584,165.580587,0.662322,164.918265,1.784681,180.158822,14412.71,17915.88
514,164.764919,167.236393,0.668946,166.567448,1.802528,181.96135,14556.91,18096.14
515,166.412569,168.908757,0.675635,168.233122,1.820554,183.781904,14702.55,18278.19
516,168.076694,170.597845,0.682391,169.915453,1.838759,185.620663,14849.65,18462.07
517,169.757461,172.303823,0.689215,171.614608,1.857147,187.477809,14998.22,18647.78
518,171.455036,174.026861,0.696107,173.330754,1.875718,189.353527,15148.28,18835.35
519,173.169586,175.76713,0.703069,175.064062,1.894475,191.248003,15299.84,19024.8
520,174.901282,177.524801,0.710099,176.814702,1.91342,193.161423,15452.91,19216.14
521,176.650295,179.300049,0.7172,178.582849,1.932554,195.093977,15607.52,19409.4
522,178.416798,181.09305,0.724372,180.368678,1.95188,197.045857,15763.67,19604.59
523,180.200966,182.90398,0.731616,182.172364,1.971399,199.017255,15921.38,19801.73
524,182.002976,184.73302,0.738932,183.994088,1.991113,201.008368,16080.67,20000.84
525,183.823005,186.58035,0.746321,185.834029,2.011024,203.019392,16241.55,20201.94
526,185.661235,188.446154,0.753785,187.692369,2.031134,205.050525,16404.04,20405.05
527,187.517848,190.330615,0.761322,189.569293,2.051445,207.101971,16568.16,20610.2
528,189.393026,192.233922,0.768936,191.464986,2.07196,209.17393,16733.91,20817.39
529,191.286956,194.156261,0.776625,193.379636,2.092679,211.26661,16901.33,21026.66
530,193.199826,196.097823,0.784391,195.313432,2.113606,213.380216,17070.42,21238.02
531,195.131824,198.058802,0.792235,197.266566,2.134742,215.514958,17241.2,21451.5
532,197.083143,200.03939,0.800158,199.239232,2.15609,217.671048,17413.68,21667.1
533,199.053974,202.039784,0.808159,201.231624,2.17765,219.848698,17587.9,21884.87
534,201.044514,204.060181,0.816241,203.243941,2.199427,222.048125,17763.85,22104.81
535,203.054959,206.100783,0.824403,205.27638,2.221421,224.269546,17941.56,22326.95
536,205.085508,208.161791,0.832647,207.329144,2.243635,226.513182,18121.05,22551.32
537,207.136364,210.243409,0.840974,209.402435,2.266072,228.779253,18302.34,22777.93
538,209.207727,212.345843,0.849383,211.49646,2.288733,231.067986,18485.44,23006.8
539,211.299804,214.469301,0.857877,213.611424,2.31162,233.379606,18670.37,23237.96
540,213.412802,216.613994,0.866456,215.747539,2.334736,235.714342,18857.15,23471.43
541,215.54693,218.780134,0.875121,217.905014,2.358083,238.072425,19045.79,23707.24
542,217.7024,220.967936,0.883872,220.084064,2.381664,240.45409,19236.33,23945.41
543,219.879424,223.177615,0.89271,222.284905,2.405481,242.859571,19428.77,24185.96
544,222.078218,225.409391,0.901638,224.507754,2.429536,245.289106,19623.13,24428.91
545,224.299,227.663485,0.910654,226.752831,2.453831,247.742937,19819.43,24674.29
546,226.54199,229.94012,0.91976,229.02036,2.478369,250.221307,20017.7,24922.13
547,228.80741,232.239521,0.928958,231.310563,2.503153,252.72446,20217.96,25172.45
548,231.095484,234.561916,0.938248,233.623669,2.528185,255.252644,20420.21,25425.26
549,233.406439,236.907536,0.94763,235.959905,2.553466,257.806111,20624.49,25680.61
550,235.740503,239.276611,0.957106,238.319505,2.579001,260.385112,20830.81,25938.51
551,238.097908,241.669377,0.966678,240.7027,2.604791,262.989903,21039.19,26198.99
552,240.478888,244.086071,0.976344,243.109727,2.630839,265.620742,21249.66,26462.07
553,242.883676,246.526932,0.986108,245.540824,2.657147,268.277889,21462.23,26727.79
554,245.312513,248.992201,0.995969,247.996232,2.683719,270.961608,21676.93,26996.16
555,247.765638,251.482123,1.005928,250.476194,2.710556,273.672164,21893.77,27267.22
556,250.243295,253.996944,1.015988,252.980956,2.737662,276.409826,22112.79,27540.98
557,252.745728,256.536914,1.026148,255.510766,2.765038,279.174864,22333.99,27817.49
558,255.273185,259.102283,1.036409,258.065874,2.792689,281.967553,22557.4,28096.76
559,257.825917,261.693306,1.046773,260.646532,2.820616,284.788169,22783.05,28378.82
560,260.404176,264.310239,1.057241,263.252998,2.848822,287.63699,23010.96,28663.7
561,263.008218,266.953341,1.067813,265.885528,2.87731,290.5143,23241.14,28951.43
562,265.6383,269.622874,1.078491,268.544383,2.906083,293.420383,23473.63,29242.04
563,268.294683,272.319103,1.089276,271.229827,2.935144,296.355527,23708.44,29535.55
564,270.97763,275.042294,1.100169,273.942125,2.964495,299.320022,23945.6,29832
565,273.687406,277.792717,1.111171,276.681546,2.99414,302.314162,24185.13,30131.42
566,276.42428,280.570644,1.122283,279.448362,3.024082,305.338244,24427.06,30433.82
567,279.188523,283.376351,1.133505,282.242845,3.054322,308.392566,24671.41,30739.26
568,281.980408,286.210114,1.14484,285.065274,3.084866,311.477432,24918.19,31047.74
569,284.800212,289.072215,1.156289,287.915927,3.115714,314.593146,25167.45,31359.31
570,287.648214,291.962938,1.167852,290.795086,3.146871,317.740018,25419.2,31674
571,290.524696,294.882567,1.17953,293.703037,3.17834,320.918358,25673.47,31991.84
572,293.429943,297.831393,1.191326,296.640067,3.210124,324.128482,25930.28,32312.85
573,296.364243,300.809707,1.203239,299.606468,3.242225,327.370707,26189.66,32637.07
574,299.327885,303.817804,1.215271,302.602532,3.274647,330.645354,26451.63,32964.54
575,302.321164,306.855982,1.227424,305.628558,3.307394,333.952747,26716.22,33295.27
576,305.344376,309.924541,1.239698,308.684843,3.340467,337.293215,26983.46,33629.32
577,308.39782,313.023787,1.252095,311.771692,3.373872,340.667087,27253.37,33966.71
578,311.481798,316.154025,1.264616,314.889409,3.407611,344.074698,27525.98,34307.47
579,314.596616,319.315565,1.277262,318.038303,3.441687,347.516385,27801.31,34651.64
580,317.742582,322.508721,1.290035,321.218686,3.476104,350.992488,28079.4,34999.25
581,320.920008,325.733808,1.302935,324.430873,3.510865,354.503353,28360.27,35350.34
582,324.129208,328.991146,1.315965,327.675181,3.545974,358.049327,28643.95,35704.93
583,327.3705,332.281057,1.329124,330.951933,3.581433,361.63076,28930.46,36063.08
584,330.644205,335.603868,1.342415,334.261452,3.617248,365.248008,29219.84,36424.8
585,333.950647,338.959907,1.35584,337.604067,3.65342,368.901428,29512.11,36790.14
586,337.290153,342.349506,1.369398,340.980108,3.689954,372.591382,29807.31,37159.14
587,340.663055,345.773001,1.383092,344.389909,3.726854,376.318236,30105.46,37531.82
588,344.069685,349.230731,1.396923,347.833808,3.764122,380.082358,30406.59,37908.24
589,347.510382,352.723038,1.410892,351.312146,3.801764,383.884122,30710.73,38288.41
590,350.985486,356.250268,1.425001,354.825267,3.839781,387.723903,31017.91,38672.39
591,354.495341,359.812771,1.439251,358.37352,3.878179,391.602082,31328.17,39060.21
592,358.040294,363.410899,1.453644,361.957255,3.916961,395.519043,31641.52,39451.9
593,361.620697,367.045008,1.46818,365.576828,3.95613,399.475173,31958.01,39847.52
594,365.236904,370.715458,1.482862,369.232596,3.995692,403.470865,32277.67,40247.09
595,368.889273,374.422612,1.49769,372.924922,4.035649,407.506514,32600.52,40650.65
596,372.578166,378.166839,1.512667,376.654171,4.076005,411.582519,32926.6,41058.25
597,376.303948,381.948507,1.527794,380.420713,4.116765,415.699284,33255.94,41469.93
598,380.066987,385.767992,1.543072,384.22492,4.157933,419.857217,33588.58,41885.72
599,383.867657,389.625672,1.558503,388.067169,4.199512,424.056729,33924.54,42305.67
600,387.706334,393.521929,1.574088,391.947841,4.241507,428.298236,34263.86,42729.82
601,391.583397,397.457148,1.589829,395.867319,4.283922,432.582159,34606.57,43158.22
602,395.499231,401.431719,1.605727,399.825993,4.326762,436.90892,34952.71,43590.89
603,399.454223,405.446037,1.621784,403.824252,4.370029,441.278949,35302.32,44027.89
604,403.448766,409.500497,1.638002,407.862495,4.413729,445.692679,35655.41,44469.27
605,407.483253,413.595502,1.654382,411.94112,4.457867,450.150546,36012.04,44915.05
606,411.558086,417.731457,1.670926,416.060531,4.502445,454.652991,36372.24,45365.3
607,415.673667,421.908772,1.687635,420.221136,4.54747,459.200461,36736.04,45820.05
608,419.830403,426.127859,1.704511,424.423348,4.592945,463.793406,37103.47,46279.34
609,424.028707,430.389138,1.721557,428.667581,4.638874,468.43228,37474.58,46743.23
610,428.268994,434.693029,1.738772,432.954257,4.685263,473.117543,37849.4,47211.75
611,432.551684,439.03996,1.75616,437.2838,4.732115,477.849658,38227.97,47684.97
612,436.877201,443.430359,1.773721,441.656638,4.779437,482.629095,38610.33,48162.91
613,441.245973,447.864663,1.791459,446.073204,4.827231,487.456326,38996.51,48645.63
614,445.658433,452.343309,1.809373,450.533936,4.875503,492.331829,39386.55,49133.18
615,450.115017,456.866742,1.827467,455.039275,4.924258,497.256087,39780.49,49625.61
616,454.616167,461.43541,1.845742,459.589668,4.973501,502.229588,40178.37,50122.96
617,459.162329,466.049764,1.864199,464.185565,5.023236,507.252824,40580.23,50625.28
618,463.753952,470.710262,1.882841,468.827421,5.073468,512.326292,40986.1,51132.63
619,468.391492,475.417364,1.901669,473.515695,5.124203,517.450495,41396.04,51645.05
620,473.075407,480.171538,1.920686,478.250852,5.175445,522.62594,41810.08,52162.59
621,477.806161,484.973253,1.939893,483.03336,5.227199,527.853139,42228.25,52685.31
622,482.584222,489.822986,1.959292,487.863694,5.279471,533.132611,42650.61,53213.26
623,487.410065,494.721216,1.978885,492.742331,5.332266,538.464877,43077.19,53746.49
624,492.284165,499.668428,1.998674,497.669754,5.385589,543.850466,43508.04,54285.05
625,497.207007,504.665112,2.01866,502.646452,5.439445,549.28991,43943.19,54828.99
626,502.179077,509.711763,2.038847,507.672916,5.493839,554.783749,44382.7,55378.37
627,507.200868,514.808881,2.059236,512.749645,5.548777,560.332527,44826.6,55933.25
628,512.272876,519.95697,2.079828,517.877142,5.604265,565.936792,45274.94,56493.68
629,517.395605,525.156539,2.100626,523.055913,5.660308,571.5971,45727.77,57059.71
630,522.569561,530.408105,2.121632,528.286472,5.716911,577.314011,46185.12,57631.4
631,527.795257,535.712186,2.142849,533.569337,5.77408,583.088091,46647.05,58208.81
632,533.073209,541.069308,2.164277,538.90503,5.831821,588.919912,47113.59,58791.99
633,538.403942,546.480001,2.18592,544.294081,5.890139,594.810051,47584.8,59381.01
634,543.787981,551.944801,2.207779,549.737021,5.949041,600.759092,48060.73,59975.91
635,549.225861,557.464249,2.229857,555.234392,6.008531,606.767623,48541.41,60576.76
636,554.718119,563.038891,2.252156,560.786736,6.068616,612.836239,49026.9,61183.62
637,560.265301,568.66928,2.274677,566.394603,6.129302,618.965541,49517.24,61796.55
638,565.867954,574.355973,2.297424,572.058549,6.190595,625.156137,50012.49,62415.61
639,571.526633,580.099533,2.320398,577.779135,6.252501,631.408638,50512.69,63040.86
640,577.241899,585.900528,2.343602,583.556926,6.315026,637.723664,51017.89,63672.37
641,583.014318,591.759533,2.367038,589.392495,6.378177,644.101841,51528.15,64310.18
642,588.844462,597.677129,2.390709,595.28642,6.441958,650.543799,52043.5,64954.38
643,594.732906,603.6539,2.414616,601.239284,6.506378,657.050177,52564.01,65605.02
644,600.680235,609.690439,2.438762,607.251677,6.571442,663.621619,53089.73,66262.16
645,606.687038,615.787343,2.463149,613.324194,6.637156,670.258775,53620.7,66925.88
646,612.753908,621.945217,2.487781,619.457436,6.703528,676.962303,54156.98,67596.23
647,618.881447,628.164669,2.512659,625.65201,6.770563,683.732866,54698.63,68273.29
648,625.070262,634.446316,2.537785,631.90853,6.838269,690.571135,55245.69,68957.11
649,631.320964,640.790779,2.563163,638.227616,6.906651,697.477786,55798.22,69647.78
650,637.634174,647.198686,2.588795,644.609892,6.975718,704.453504,56356.28,70345.35
651,644.010516,653.670673,2.614683,651.055991,7.045475,711.498979,56919.92,71049.9
652,650.450621,660.20738,2.64083,657.566551,7.11593,718.614909,57489.19,71761.49
653,656.955127,666.809454,2.667238,664.142216,7.187089,725.801998,58064.16,72480.2
654,663.524678,673.477548,2.69391,670.783638,7.25896,733.060958,58644.88,73206.1
655,670.159925,680.212324,2.720849,677.491475,7.33155,740.392508,59231.4,73939.25
