Trade #,Buy Amount (USDT),Sell Gross (USDT),Fee (0.4%),Sell After Fee,Net Profit,Total Capital (USDT),Total Capital (INR),Growth %
960,13937.903636,14146.97219,56.587889,14090.384301,152.480666,15400.453243,1232036.26,1539945.32
961,14077.282672,14288.441912,57.153768,14231.288144,154.005472,15554.458716,1244356.7,1555345.87
962,14218.055499,14431.326331,57.725305,14373.601026,155.545527,15710.004243,1256800.34,1570900.42
963,14360.236054,14575.639595,58.302558,14517.337036,157.100982,15867.105225,1269368.42,1586610.52
964,14503.838414,14721.39599,58.885584,14662.510406,158.671992,16025.777217,1282062.18,1602477.72
965,14648.876798,14868.60995,59.47444,14809.135511,160.258712,16186.03593,1294882.87,1618503.59
966,14795.365566,15017.29605,60.069184,14957.226866,161.861299,16347.897229,1307831.78,1634689.72
967,14943.319222,15167.46901,60.669876,15106.799134,163.479912,16511.377141,1320910.17,1651037.71
968,15092.752414,15319.1437,61.276575,15257.867126,165.114711,16676.491853,1334119.35,1667549.19
969,15243.679938,15472.335137,61.889341,15410.445797,166.765859,16843.257711,1347460.62,1684225.77
970,15396.116738,15627.058489,62.508234,15564.550255,168.433517,17011.691228,1360935.3,1701069.12
971,15550.077905,15783.329074,63.133316,15720.195757,170.117852,17181.809081,1374544.73,1718080.91
972,15705.578684,15941.162364,63.764649,15877.397715,171.819031,17353.628111,1388290.25,1735262.81
973,15862.634471,16100.573988,64.402296,16036.171692,173.537221,17527.165332,1402173.23,1752616.53
974,16021.260816,16261.579728,65.046319,16196.533409,175.272593,17702.437926,1416195.03,1770143.79
975,16181.473424,16424.195525,65.696782,16358.498743,177.025319,17879.463245,1430357.06,1787846.32
976,16343.288158,16588.437481,66.35375,16522.083731,178.795572,18058.258817,1444660.71,1805725.88
977,16506.72104,16754.321855,67.017287,16687.304568,180.583528,18238.842346,1459107.39,1823784.23
978,16671.78825,16921.865074,67.68746,16854.177614,182.389363,18421.231709,1473698.54,1842023.17
979,16838.506133,17091.083725,68.364335,17022.71939,184.213257,18605.444966,1488435.6,1860444.5
980,17006.891194,17261.994562,69.047978,17192.946584,186.05539,18791.500356,1503320.03,1879050.04
981,17176.960106,17434.614507,69.738458,17364.876049,187.915944,18979.416299,1518353.3,1897841.63
982,17348.729707,17608.960653,70.435843,17538.52481,189.795103,19169.211402,1533536.91,1916821.14
983,17522.217004,17785.050259,71.140201,17713.910058,191.693054,19360.904456,1548872.36,1935990.45
984,17697.439174,17962.900762,71.851603,17891.049159,193.609985,19554.514441,1564361.16,1955351.44
985,17874.413566,18142.529769,72.570119,18069.95965,195.546084,19750.060525,1580004.84,1974906.05
986,18053.157701,18323.955067,73.29582,18250.659247,197.501545,19947.562071,1595804.97,1994656.21
987,18233.689278,18507.194618,74.028778,18433.165839,199.476561,20147.038631,1611763.09,2014603.86
988,18416.026171,18692.266564,74.769066,18617.497498,201.471326,20348.509958,1627880.8,2034751
989,18600.186433,18879.189229,75.516757,18803.672473,203.48604,20551.995997,1644159.68,2055099.6
990,18786.188297,19067.981122,76.271924,18991.709197,205.5209,20757.516897,1660601.35,2075651.69
991,18974.05018,19258.660933,77.034644,19181.626289,207.576109,20965.093006,1677207.44,2096409.3
992,19163.790682,19451.247542,77.80499,19373.442552,209.65187,21174.744876,1693979.59,2117374.49
993,19355.428589,19645.760018,78.58304,19567.176978,211.748389,21386.493265,1710919.46,2138549.33
994,19548.982875,19842.217618,79.36887,19762.848747,213.865873,21600.359138,1728028.73,2159935.91
995,19744.472704,20040.639794,80.162559,19960.477235,216.004531,21816.363669,1745309.09,2181536.37
996,19941.917431,20241.046192,80.964185,20160.082007,218.164577,22034.528246,1762762.26,2203352.82
997,20141.336605,20443.456654,81.773827,20361.682827,220.346222,22254.874468,1780389.96,2225387.45
998,20342.749971,20647.891221,82.591565,20565.299656,222.549685,22477.424153,1798193.93,2247642.42
999,20546.177471,20854.370133,83.417481,20770.952652,224.775182,22702.199334,1816175.95,2270119.93
1000,20751.639245,21062.913834,84.251655,20978.662179,227.022933,22929.222268,1834337.78,2292822.23
1001,20959.155638,21273.542972,85.094172,21188.4488,229.293163,23158.51543,1852681.23,2315751.54
1002,21168.747194,21486.278402,85.945114,21400.333288,231.586094,23390.101525,1871208.12,2338910.15
1003,21380.434666,21701.141186,86.804565,21614.336621,233.901955,23624.00348,1889920.28,2362300.35
1004,21594.239013,21918.152598,87.67261,21830.479988,236.240975,23860.244455,1908819.56,2385924.45
1005,21810.181403,22137.334124,88.549336,22048.784787,238.603385,24098.847839,1927907.83,2409784.78
1006,22028.283217,22358.707465,89.43483,22269.272635,240.989418,24339.837258,1947186.98,2433883.73
1007,22248.566049,22582.29454,90.329178,22491.965362,243.399313,24583.23657,1966658.93,2458223.66
1008,22471.05171,22808.117485,91.23247,22716.885015,245.833306,24829.069876,1986325.59,2482806.99
1009,22695.762227,23036.19866,92.144795,22944.053865,248.291639,25077.361515,2006188.92,2507636.15
1010,22922.719849,23266.560647,93.066243,23173.494404,250.774555,25328.13607,2026250.89,2532713.61
1011,23151.947047,23499.226253,93.996905,23405.229348,253.282301,25581.418371,2046513.47,2558041.84
1012,23383.466518,23734.218516,94.936874,23639.281642,255.815124,25837.233494,2066978.68,2583623.35
1013,23617.301183,23971.560701,95.886243,23875.674458,258.373275,26095.606769,2087648.54,2609460.68
1014,23853.474195,24211.276308,96.845105,24114.431203,260.957008,26356.563777,2108525.1,2635556.38
1015,24092.008937,24453.389071,97.813556,24355.575515,263.566578,26620.130355,2129610.43,2661913.04
1016,24332.929026,24697.922962,98.791692,24599.13127,266.202244,26886.332598,2150906.61,2688533.26
1017,24576.258317,24944.902191,99.779609,24845.122583,268.864266,27155.196864,2172415.75,2715419.69
1018,24822.0209,25194.351213,100.777405,25093.573808,271.552909,27426.749773,2194139.98,2742574.98
1019,25070.241109,25446.294725,101.785179,25344.509546,274.268438,27701.018211,2216081.46,2770001.82
1020,25320.94352,25700.757673,102.803031,25597.954642,277.011122,27978.029333,2238242.35,2797702.93
1021,25574.152955,25957.765249,103.831061,25853.934188,279.781233,28257.810566,2260624.85,2825681.06
1022,25829.894485,26217.342902,104.869372,26112.47353,282.579046,28540.389612,2283231.17,2853938.96
1023,26088.193429,26479.516331,105.918065,26373.598265,285.404836,28825.794448,2306063.56,2882479.44
1024,26349.075364,26744.311494,106.977246,26637.334248,288.258884,29114.053332,2329124.27,2911305.33
1025,26612.566117,27011.754609,108.047018,26903.707591,291.141473,29405.194806,2352415.58,2940419.48
1026,26878.691778,27281.872155,109.127489,27172.744667,294.052888,29699.247694,2375939.82,2969824.77
1027,27147.478696,27554.690877,110.218764,27444.472113,296.993417,29996.241111,2399699.29,2999524.11
1028,27418.953483,27830.237785,111.320951,27718.916834,299.963351,30296.204462,2423696.36,3029520.45
1029,27693.143018,28108.540163,112.434161,27996.106003,302.962985,30599.167446,2447933.4,3059816.74
1030,27970.074448,28389.625565,113.558502,28276.067063,305.992614,30905.160061,2472412.8,3090416.01
1031,28249.775193,28673.521821,114.694087,28558.827733,309.052541,31214.212601,2497137.01,3121321.26
1032,28532.272945,28960.257039,115.841028,28844.416011,312.143066,31526.355667,2522108.45,3152535.57
1033,28817.595674,29249.859609,116.999438,29132.860171,315.264497,31841.620164,2547329.61,3184062.02
1034,29105.771631,29542.358205,118.169433,29424.188772,318.417142,32160.037306,2572802.98,3215903.73
1035,29396.829347,29837.781787,119.351127,29718.43066,321.601313,32481.638619,2598531.09,3248063.86
1036,29690.797641,30136.159605,120.544638,30015.614967,324.817326,32806.455945,2624516.48,3280545.59
1037,29987.705617,30437.521201,121.750085,30315.771116,328.065499,33134.521444,2650761.72,3313352.14
1038,30287.582673,30741.896413,122.967586,30618.928828,331.346154,33465.867599,2677269.41,3346486.76
1039,30590.4585,31049.315377,124.197262,30925.118116,334.659616,33800.527215,2704042.18,3379952.72
1040,30896.363085,31359.808531,125.439234,31234.369297,338.006212,34138.533427,2731082.67,3413753.34
1041,31205.326716,31673.406617,126.693626,31546.71299,341.386274,34479.919701,2758393.58,3447891.97
1042,31517.379983,31990.140683,127.960563,31862.18012,344.800137,34824.719838,2785977.59,3482371.98
1043,31832.553783,32310.04209,129.240168,32180.801921,348.248138,35172.967977,2813837.44,3517196.8
1044,32150.879321,32633.14251,130.53257,32502.60994,351.73062,35524.698596,2841975.89,3552369.86
1045,32472.388114,32959.473935,131.837896,32827.63604,355.247926,35879.946522,2870395.72,3587894.65
1046,32797.111995,33289.068675,133.156275,33155.9124,358.800405,36238.746928,2899099.75,3623774.69
1047,33125.083115,33621.959362,134.487837,33487.471524,362.388409,36601.135337,2928090.83,3660013.53
1048,33456.333946,33958.178955,135.832716,33822.346239,366.012293,36967.14763,2957371.81,3696614.76
1049,33790.897285,34297.760745,137.191043,34160.569702,369.672416,37336.820047,2986945.6,3733582
1050,34128.806258,34640.738352,138.562953,34502.175399,373.36914,37710.189187,3016815.13,3770918.92
1051,34470.094321,34987.145736,139.948583,34847.197153,377.102832,38087.292019,3046983.36,3808629.2
1052,34814.795264,35337.017193,141.348069,35195.669124,380.87386,38468.165879,3077453.27,3846716.59
1053,35162.943217,35690.387365,142.761549,35547.625816,384.682599,38852.848478,3108227.88,3885184.85
1054,35514.572649,36047.291239,144.189165,35903.102074,388.529425,39241.377903,3139310.23,3924037.79
1055,35869.718375,36407.764151,145.631057,36262.133094,392.414719,39633.792622,3170703.41,3963279.26
1056,36228.415559,36771.841793,147.087367,36624.754425,396.338866,40030.131488,3202410.52,4002913.15
1057,36590.699715,37139.560211,148.558241,36991.00197,400.302255,40430.433743,3234434.7,4042943.37
1058,36956.606712,37510.955813,150.043823,37360.911989,404.305277,40834.73902,3266779.12,4083373.9
1059,37326.172779,37886.065371,151.544261,37734.521109,408.34833,41243.08735,3299446.99,4124208.74
1060,37699.434507,38264.926024,153.059704,38111.86632,412.431814,41655.519164,3332441.53,4165451.92
1061,38076.428852,38647.575285,154.590301,38492.984984,416.556132,42072.075296,3365766.02,4207107.53
1062,38457.19314,39034.051038,156.136204,38877.914833,420.721693,42492.796989,3399423.76,4249179.7
1063,38841.765072,39424.391548,157.697566,39266.693982,424.92891,42917.725898,3433418.07,4291672.59
1064,39230.182723,39818.635463,159.274542,39659.360922,429.178199,43346.904097,3467752.33,4334590.41
1065,39622.48455,40216.821818,160.867287,40055.954531,433.469981,43780.374078,3502429.93,4377937.41
1066,40018.709395,40618.990036,162.47596,40456.514076,437.804681,44218.178759,3537454.3,4421717.88
1067,40418.896489,41025.179937,164.10072,40861.079217,442.182728,44660.361487,3572828.92,4465936.15
1068,40823.085454,41435.431736,165.741727,41269.690009,446.604555,45106.966042,3608557.28,4510596.6
1069,41231.316309,41849.786053,167.399144,41682.386909,451.0706,45558.036642,3644642.93,4555703.66
1070,41643.629472,42268.283914,169.073136,42099.210778,455.581306,46013.617949,3681089.44,4601261.79
1071,42060.065766,42690.966753,170.763867,42520.202886,460.137119,46473.755068,3717900.41,4647275.51
1072,42480.666424,43117.87642,172.471506,42945.404915,464.738491,46938.493559,3755079.48,4693749.36
1073,42905.473088,43549.055185,174.196221,43374.858964,469.385876,47407.879434,3792630.35,4740687.94
1074,43334.527819,43984.545737,175.938183,43808.607554,474.079734,47881.959169,3830556.73,4788095.92
1075,43767.873097,44424.391194,177.697565,44246.693629,478.820532,48360.7797,3868862.38,4835977.97
1076,44205.551828,44868.635106,179.47454,44689.160565,483.608737,48844.388437,3907551.07,4884338.84
1077,44647.607347,45317.321457,181.269286,45136.052171,488.444824,49332.833262,3946626.66,4933183.33
1078,45094.08342,45770.494671,183.081979,45587.412693,493.329273,49826.162534,3986093,4982516.25
1079,45545.024254,46228.199618,184.912798,46043.28682,498.262565,50324.4251,4025954.01,5032342.51
1080,46000.474497,46690.481614,186.761926,46503.719688,503.245191,50827.670291,4066213.62,5082667.03
1081,46460.479242,47157.386431,188.629546,46968.756885,508.277643,51335.947934,4106875.83,5133494.79
1082,46925.084034,47628.960295,190.515841,47438.444454,513.360419,51849.308353,4147944.67,5184830.84
1083,47394.334875,48105.249898,192.421,47912.828898,518.494024,52367.802376,4189424.19,5236680.24
1084,47868.278223,48586.302397,194.34521,48391.957187,523.678964,52891.48134,4231318.51,5289048.13
1085,48346.961006,49072.165421,196.288662,48875.876759,528.915753,53420.397094,4273631.77,5341939.71
1086,48830.430616,49562.887075,198.251548,49364.635527,534.204911,53954.602004,4316368.16,5395360.2
1087,49318.734922,50058.515946,200.234064,49858.281882,539.54696,54494.148965,4359531.92,5449314.9
1088,49811.922271,50559.101105,202.236404,50356.864701,544.94243,55039.091394,4403127.31,5503809.14
1089,50310.041494,51064.692116,204.258768,50860.433348,550.391854,55589.483248,4447158.66,5558848.32
1090,50813.141909,51575.339037,206.301356,51369.037681,555.895772,56145.379021,4491630.32,5614437.9
1091,51321.273328,52091.092428,208.36437,51882.728058,561.45473,56706.833751,4536546.7,5670583.38
1092,51834.486061,52612.003352,210.448013,52401.555339,567.069278,57273.903028,4581912.24,5727290.3
1093,52352.830922,53138.123386,212.552494,52925.570892,572.73997,57846.642999,4627731.44,5784564.3
1094,52876.359231,53669.504619,214.678018,53454.826601,578.46737,58425.110369,4674008.83,5842411.04
1095,53405.122823,54206.199666,216.824799,53989.374867,584.252044,59009.362412,4720748.99,5900836.24
1096,53939.174051,54748.261662,218.993047,54529.268616,590.094564,59599.456976,4767956.56,5959845.7
1097,54478.565792,55295.744279,221.182977,55074.561302,595.99551,60195.452486,4815636.2,6019445.25
1098,55023.35145,55848.701722,223.394807,55625.306915,601.955465,60797.407951,4863792.64,6079640.8
1099,55573.584964,56407.188739,225.628755,56181.559984,607.97502,61405.382971,4912430.64,6140438.3
1100,56129.320814,56971.260626,227.885043,56743.375584,614.05477,62019.43774,4961555.02,6201843.77
1101,56690.614022,57540.973232,230.163893,57310.80934,620.195317,62639.633058,5011170.64,6263863.31
1102,57257.520162,58116.382965,232.465532,57883.917433,626.397271,63266.030328,5061282.43,6326503.03
1103,57830.095364,58697.546794,234.790187,58462.756607,632.661243,63898.691572,5111895.33,6389769.16
1104,58408.396318,59284.522262,237.138089,59047.384173,638.987856,64537.679427,5163014.35,6453667.94
1105,58992.480281,59877.367485,239.50947,59637.858015,645.377734,65183.057161,5214644.57,6518205.72
1106,59582.405084,60476.14116,241.904565,60234.236595,651.831512,65834.888673,5266791.09,6583388.87
1107,60178.229134,61080.902571,244.32361,60836.578961,658.349827,66493.2385,5319459.08,6649223.85
1108,60780.011426,61691.711597,246.766846,61444.944751,664.933325,67158.171825,5372653.75,6715717.18
1109,61387.81154,62308.628713,249.234515,62059.394198,671.582658,67829.754483,5426380.36,6782875.45
1110,62001.689655,62931.715,251.72686,62679.98814,678.298485,68508.052968,5480644.24,6850705.3
1111,62621.706552,63561.03215,254.244129,63306.788022,685.08147,69193.134438,5535450.76,6919213.44
1112,63247.923618,64196.642472,256.78657,63939.855902,691.932284,69885.066722,5590805.34,6988406.67
1113,63880.402854,64838.608897,259.354436,64579.254461,698.851607,70583.918329,5646713.47,7058291.83
1114,64519.206882,65486.994985,261.94798,65225.047006,705.840123,71289.758452,5703180.68,7128875.85
1115,65164.398951,66141.864935,264.56746,65877.297476,712.898525,72002.656977,5760212.56,7200165.7
1116,65816.042941,66803.283585,267.213134,66536.07045,720.02751,72722.684487,5817814.76,7272168.45
1117,66474.20337,67471.316421,269.885266,67201.431155,727.227785,73449.912272,5875992.98,7344891.23
1118,67138.945404,68146.029585,272.584118,67873.445466,734.500063,74184.412334,5934752.99,7418341.23
1119,67810.334858,68827.489881,275.30996,68552.179921,741.845063,74926.257398,5994100.59,7492525.74
1120,68488.438206,69515.764779,278.063059,69237.70172,749.263514,75675.520912,6054041.67,7567452.09
1121,69173.322588,70210.922427,280.84369,69930.078737,756.756149,76432.277061,6114582.16,7643127.71
1122,69865.055814,70913.031651,283.652127,70629.379525,764.323711,77196.600771,6175728.06,7719560.08
1123,70563.706372,71622.161968,286.488648,71335.67332,771.966948,77968.567719,6237485.42,7796756.77
1124,71269.343436,72338.383588,289.353534,72049.030053,779.686617,78748.254336,6299860.35,7874725.43
1125,71982.03687,73061.767424,292.24707,72769.520354,787.483483,79535.73782,6362859.03,7953473.78
1126,72701.857239,73792.385098,295.16954,73497.215557,795.358318,80331.096138,6426487.69,8033009.61
1127,73428.875812,74530.308949,298.121236,74232.187713,803.311901,81134.408039,6490752.64,8113340.8
1128,74163.16457,75275.612038,301.102448,74974.50959,811.34502,81945.75306,6555660.24,8194475.31
1129,74904.796215,76028.368159,304.113473,75724.254686,819.458471,82765.21153,6621216.92,8276421.15
1130,75653.844178,76788.65184,307.154607,76481.497233,827.653055,83592.864586,6687429.17,8359186.46
1131,76410.382619,77556.538359,310.226153,77246.312205,835.929586,84428.794171,6754303.53,8442779.42
1132,77174.486446,78332.103742,313.328415,78018.775327,844.288882,85273.083053,6821846.64,8527208.31
1133,77946.23131,79115.42478,316.461699,78798.963081,852.731771,86125.814824,6890065.19,8612481.48
1134,78725.693623,79906.579027,319.626316,79586.952711,861.259088,86987.073912,6958965.91,8698607.39
1135,79512.950559,80705.644818,322.822579,80382.822238,869.871679,87856.945591,7028555.65,8785594.56
1136,80308.080065,81512.701266,326.050805,81186.650461,878.570396,88735.515987,7098841.28,8873451.6
1137,81111.160866,82327.828279,329.311313,81998.516965,887.3561,89622.872087,7169829.77,8962187.21
1138,81922.272474,83151.106561,332.604426,82818.502135,896.229661,90519.101748,7241528.14,9051810.17
1139,82741.495199,83982.617627,335.930471,83646.687156,905.191957,91424.293705,7313943.5,9142329.37
1140,83568.910151,84822.443803,339.289775,84483.154028,914.243877,92338.537582,7387083.01,9233753.76
1141,84404.599252,85670.668241,342.682673,85327.985568,923.386316,93261.923898,7460953.91,9326092.39
1142,85248.645245,86527.374924,346.1095,86181.265424,932.620179,94194.544077,7535563.53,9419354.41
1143,86101.131697,87392.648673,349.570595,87043.078078,941.946381,95136.490458,7610919.24,9513549.05
1144,86962.143014,88266.57516,353.066301,87913.508859,951.365845,96087.856302,7687028.5,9608685.63
1145,87831.764445,89149.240911,356.596964,88792.643948,960.879503,97048.735805,7763898.86,9704773.58
1146,88710.082089,90040.73332,360.162933,89680.570387,970.488298,98019.224103,7841537.93,9801822.41
1147,89597.18291,90941.140654,363.764563,90577.376091,980.193181,98999.417284,7919953.38,9899841.73
1148,90493.154739,91850.55206,367.402208,91483.149852,989.995113,99989.412397,7999152.99,9998841.24
1149,91398.086286,92769.057581,371.07623,92397.98135,999.895064,100989.307461,8079144.6,10098830.75
1150,92312.067149,93696.748156,374.786993,93321.961164,1009.894015,101999.201476,8159936.12,10199820.15
1151,93235.187821,94633.715638,378.534863,94255.180775,1019.992955,103019.194431,8241535.55,10301819.44
1152,94167.539699,95580.052794,382.320211,95197.732583,1030.192884,104049.387315,8323950.99,10404838.73
1153,95109.215096,96535.853322,386.143413,96149.709909,1040.494813,105089.882128,8407190.57,10508888.21
1154,96060.307247,97501.211856,390.004847,97111.207008,1050.899761,106140.781889,8491262.55,10613978.19
1155,97020.910319,98476.223974,393.904896,98082.319078,1061.408759,107202.190648,8576175.25,10720119.06
1156,97991.119423,99460.986214,397.843945,99063.142269,1072.022846,108274.213495,8661937.08,10827321.35
1157,98971.030617,100455.596076,401.822384,100053.773692,1082.743075,109356.95657,8748556.53,10935595.66
1158,99960.740923,101460.152037,405.840608,101054.311429,1093.570506,110450.527075,8836042.17,11044952.71
1159,100960.348332,102474.753557,409.899014,102064.854543,1104.506211,111555.033286,8924402.66,11155403.33
1160,101969.951815,103499.501093,413.998004,103085.503088,1115.551273,112670.584559,9013646.76,11266958.46
1161,102989.651334,104534.496104,418.137984,104116.358119,1126.706786,113797.291345,9103783.31,11379629.13
1162,104019.547847,105579.841065,422.319364,105157.5217,1137.973853,114935.265198,9194821.22,11493426.52
1163,105059.743325,106635.639475,426.542558,106209.096917,1149.353592,116084.61879,9286769.5,11608361.88
1164,106110.340759,107701.99587,430.807983,107271.187887,1160.847128,117245.465918,9379637.27,11724446.59
1165,107171.444166,108779.015829,435.116063,108343.899765,1172.455599,118417.921517,9473433.72,11841692.15
1166,108243.158608,109866.805987,439.467224,109427.338763,1184.180155,119602.101672,9568168.13,11960110.17
1167,109325.590194,110965.474047,443.861896,110521.612151,1196.021957,120798.123629,9663849.89,12079712.36
1168,110418.846096,112075.128787,448.300515,111626.828272,1207.982176,122006.105805,9760488.46,12200510.58
1169,111523.034557,113195.880075,452.78352,112743.096555,1220.061998,123226.167803,9858093.42,12322516.78
1170,112638.264902,114327.838876,457.311356,113870.527521,1232.262618,124458.430421,9956674.43,12445743.04
1171,113764.647552,115471.117265,461.884469,115009.232796,1244.585244,125703.015666,10056241.25,12570201.57
1172,114902.294027,116625.828437,466.503314,116159.325124,1257.031097,126960.046762,10156803.74,12695904.68
1173,116051.316967,117792.086722,471.168347,117320.918375,1269.601408,128229.64817,10258371.85,12822864.82
1174,117211.830137,118970.007589,475.88003,118494.127559,1282.297422,129511.945592,10360955.65,12951094.56
1175,118383.948438,120159.707665,480.638831,119679.068834,1295.120396,130807.065987,10464565.28,13080606.6
1176,119567.787923,121361.304742,485.445219,120875.859523,1308.0716,132115.137587,10569211.01,13211413.76
1177,120763.465802,122574.917789,490.299671,122084.618118,1321.152316,133436.289903,10674903.19,13343528.99
1178,121971.10046,123800.666967,495.202668,123305.464299,1334.363839,134770.653742,10781652.3,13476965.37
1179,123190.811465,125038.673637,500.154695,124538.518942,1347.707477,136118.36122,10889468.9,13611736.12
1180,124422.719579,126289.060373,505.156241,125783.904131,1361.184552,137479.545772,10998363.66,13747854.58
1181,125666.946775,127551.950977,510.207804,127041.743173,1374.796398,138854.34217,11108347.37,13885334.22
1182,126923.616243,128827.470486,515.309882,128312.160604,1388.544362,140242.886531,11219430.92,14024188.65
1183,128192.852405,130115.745191,520.462981,129595.28221,1402.429805,141645.316337,11331625.31,14164431.63
1184,129474.780929,131416.902643,525.667611,130891.235033,1416.454103,143061.77044,11444941.64,14306077.04
1185,130769.528739,132731.07167,530.924287,132200.147383,1430.618644,144492.389084,11559391.13,14449138.91
1186,132077.224026,134058.382386,536.23353,133522.148857,1444.924831,145937.313915,11674985.11,14593631.39
1187,133397.996266,135398.96621,541.595865,134857.370345,1459.374079,147396.687994,11791735.04,14739568.8
1188,134731.976229,136752.955872,547.011823,136205.944049,1473.96782,148870.655814,11909652.47,14886965.58
1189,136079.295991,138120.485431,552.481942,137568.003489,1488.707498,150359.363312,12028749.06,15035836.33
1190,137440.088951,139501.690285,558.006761,138943.683524,1503.594573,151862.957886,12149036.63,15186195.79
1191,138814.489841,140896.707188,563.586829,140333.120359,1518.630519,153381.588404,12270527.07,15338058.84
1192,140202.634739,142305.67426,569.222697,141736.451563,1533.816824,154915.405228,12393232.42,15491440.52
1193,141604.661086,143728.731003,574.914924,143153.816079,1549.154992,156464.560221,12517164.82,15646356.02
1194,143020.707697,145166.018313,580.664073,144585.354239,1564.646542,158029.206763,12642336.54,15802820.68
1195,144450.914774,146617.678496,586.470714,146031.207782,1580.293008,159609.499771,12768759.98,15960849.98
1196,145895.423922,148083.855281,592.335421,147491.51986,1596.095938,161205.595708,12896447.66,16120459.57
1197,147354.378161,149564.693834,598.258775,148966.435058,1612.056897,162817.652605,13025412.21,16281665.26
1198,148827.921943,151060.340772,604.241363,150456.099409,1628.177466,164445.830071,13155666.41,16444483.01
1199,150316.201162,152570.94418,610.283777,151960.660403,1644.459241,166090.289312,13287223.14,16608928.93
1200,151819.363174,154096.653621,616.386614,153480.267007,1660.903833,167751.193145,13420095.45,16775019.31
1201,153337.556806,155637.620158,622.550481,155015.069677,1677.512871,169428.706017,13554296.48,16942770.6
1202,154870.932374,157193.996359,628.775985,156565.220374,1694.288,171122.994017,13689839.52,17112199.4
1203,156419.641697,158765.936323,635.063745,158130.872577,1711.23088,172834.224897,13826737.99,17283322.49
1204,157983.838114,160353.595686,641.414383,159712.181303,1728.343189,174562.568086,13965005.45,17456156.81
1205,159563.676495,161957.131643,647.828527,161309.303116,1745.626621,176308.194707,14104655.58,17630719.47
1206,161159.31326,163576.702959,654.306812,162922.396147,1763.082887,178071.277594,14245702.21,17807027.76
1207,162770.906393,165212.469989,660.84988,164551.620109,1780.713716,179851.99131,14388159.3,17985099.13
1208,164398.615457,166864.594689,667.458379,166197.13631,1798.520853,181650.512163,14532040.97,18164951.22
1209,166042.601611,168533.240636,674.132963,167859.107673,1816.506062,183467.018225,14677361.46,18346601.82
1210,167703.027628,170218.573042,680.874292,169537.69875,1834.671122,185301.689347,14824135.15,18530068.93
1211,169380.057904,171920.758772,687.683035,171233.075737,1853.017833,187154.70718,14972376.57,18715370.72
1212,171073.858483,173639.96636,694.559865,172945.406495,1871.548012,189026.255192,15122100.42,18902525.52
1213,172784.597068,175376.366024,701.505464,174674.86056,1890.263492,190916.518684,15273321.49,19091551.87
1214,174512.443038,177130.129684,708.520519,176421.609165,1909.166127,192825.684811,15426054.78,19282468.48
1215,176257.567469,178901.430981,715.605724,178185.825257,1928.257788,194753.942599,15580315.41,19475294.26
1216,178020.143144,180690.445291,722.761781,179967.683509,1947.540366,196701.482965,15736118.64,19670048.3
1217,179800.344575,182497.349744,729.989399,181767.360345,1967.01577,198668.498735,15893479.9,19866749.87
1218,181598.348021,184322.323241,737.289293,183585.033948,1986.685927,200655.184662,16052414.77,20065418.47
1219,183414.331501,186165.546473,744.662186,185420.884288,2006.552787,202661.737449,16212939,20266073.74
1220,185248.474816,188027.201938,752.108808,187275.09313,2026.618314,204688.355763,16375068.46,20468735.58
1221,187100.959564,189907.473958,759.629896,189147.844062,2046.884498,206735.240261,16538819.22,20673424.03
1222,188971.96916,191806.548697,767.226195,191039.322502,2067.353343,208802.593603,16704207.49,20880159.36
1223,190861.688851,193724.614184,774.898457,192949.715727,2088.026876,210890.620479,16871249.64,21088962.05
1224,192770.30574,195661.860326,782.647441,194879.212885,2108.907145,212999.527624,17039962.21,21299852.76
1225,194698.008797,197618.478929,790.473916,196828.005013,2129.996216,215129.52384,17210361.91,21512852.38
1226,196644.988885,199594.663718,798.378655,198796.285064,2151.296178,217280.820019,17382465.6,21727982
1227,198611.438774,201590.610356,806.362441,200784.247914,2172.80914,219453.629159,17556290.33,21945262.92
1228,200597.553162,203606.516459,814.426066,202792.090393,2194.537232,221648.166391,17731853.31,22164716.64
1229,202603.528693,205642.581624,822.570326,204820.011297,2216.482604,223864.648994,17909171.92,22386364.9
1230,204629.56398,207699.00744,830.79603,206868.21141,2238.64743,226103.296424,18088263.71,22610229.64
1231,206675.85962,209775.997514,839.10399,208936.893524,2261.033904,228364.330329,18269146.43,22836333.03
1232,208742.618216,211873.75749,847.49503,211026.26246,2283.644243,230647.974572,18451837.97,23064697.46
1233,210830.044398,213992.495064,855.96998,213136.525084,2306.480686,232954.455258,18636356.42,23295345.53
1234,212938.344842,216132.420015,864.52968,215267.890335,2329.545493,235284.00075,18822720.06,23528300.08
1235,215067.728291,218293.744215,873.174977,217420.569238,2352.840948,237636.841698,19010947.34,23763584.17
1236,217218.405574,220476.681657,881.906727,219594.774931,2376.369357,240013.211055,19201056.88,24001221.11
1237,219390.58963,222681.448474,890.725794,221790.72268,2400.133051,242413.344105,19393067.53,24241234.41
1238,221584.495526,224908.262959,899.633052,224008.629907,2424.134381,244837.478486,19586998.28,24483647.85
1239,223800.340481,227157.345588,908.629382,226248.716206,2448.375725,247285.854211,19782868.34,24728485.42
1240,226038.343886,229428.919044,917.715676,228511.203368,2472.859482,249758.713693,19980697.1,24975771.37
1241,228298.727325,231723.208235,926.892833,230796.315402,2497.588077,252256.30177,20180504.14,25225530.18
1242,230581.714598,234040.440317,936.161761,233104.278556,2522.563958,254778.865728,20382309.26,25477786.57
