Trade No.,Buy,Sell @ 2%,Total Fees,Net Profit,Total Capital,Growth %,Brokerage,STT 0.1%,T C 0.0030699%,SEBI 10/crore,Stamp Duty 0.015%,DP,income tax 30%
482,539253.9106,550038.9888,1275.910482,9509.16773,652212.8386,14393.61864,47.2,1089.292899,33.44020272,1.089292899,80.88808659,24,2852.750319
483,544646.4497,555539.3787,1287.957586,9604.971408,658936.3186,14543.0293,47.2,1100.185828,33.77460475,1.100185828,81.69696745,24,2881.491422
484,550092.9142,561094.7725,1300.125162,9701.733122,665727.5318,14693.94515,47.2,1111.187687,34.11235079,1.111187687,82.51393713,24,2910.519936
485,555593.8433,566705.7202,1312.414414,9799.462453,672587.1555,14846.38123,47.2,1122.299564,34.4534743,1.122299564,83.3390765,24,2939.838736
486,561149.7818,572372.7774,1324.826558,9898.169077,679515.8738,15000.35275,47.2,1133.522559,34.79800904,1.133522559,84.17246727,24,2969.450723
487,566761.2796,578096.5052,1337.362824,9997.862768,686514.3778,15155.87506,47.2,1144.857785,35.14598913,1.144857785,85.01419194,24,2999.35883
488,572428.8924,583877.4702,1350.024452,10098.5534,693583.3652,15312.96367,47.2,1156.306363,35.49744903,1.156306363,85.86433386,24,3029.566019
489,578153.1813,589716.2449,1362.812696,10200.25093,700723.5408,15471.63424,47.2,1167.869426,35.85242352,1.167869426,86.7229772,24,3060.075279
490,583934.7131,595613.4074,1375.728823,10302.96544,707935.6166,15631.90259,47.2,1179.548121,36.21094775,1.179548121,87.59020697,24,3090.889632
491,589774.0603,601569.5415,1388.774112,10406.70709,715220.3116,15793.7847,47.2,1191.343602,36.57305723,1.191343602,88.46610904,24,3122.012128
492,595671.8009,607585.2369,1401.949853,10511.48616,722578.3519,15957.29671,47.2,1203.257038,36.9387878,1.203257038,89.35077013,24,3153.445849
493,601628.5189,613661.0892,1415.257351,10617.31303,730010.471,16122.45491,47.2,1215.289608,37.30817568,1.215289608,90.24427783,24,3185.193908
494,607644.8041,619797.7001,1428.697925,10724.19816,737517.4097,16289.27577,47.2,1227.442504,37.68125744,1.227442504,91.14672061,24,3217.259447
495,613721.2521,625995.6771,1442.272904,10832.15214,745099.9162,16457.77592,47.2,1239.716929,38.05807001,1.239716929,92.05818781,24,3249.645641
496,619858.4646,632255.6339,1455.983633,10941.18566,752758.7462,16627.97214,47.2,1252.114099,38.43865071,1.252114099,92.97876969,24,3282.355698
497,626057.0493,638578.1902,1469.831469,11051.30952,760494.6628,16799.8814,47.2,1264.63524,38.82303722,1.26463524,93.90855739,24,3315.392855
498,632317.6198,644963.9721,1483.817784,11162.53461,768308.4371,16973.52082,47.2,1277.281592,39.21126759,1.277281592,94.84764296,24,3348.760383
499,638640.7959,651413.6119,1497.943962,11274.87196,776200.8474,17148.90772,47.2,1290.054408,39.60338027,1.290054408,95.79611939,24,3382.461587
500,645027.2039,657927.748,1512.211401,11388.33268,784172.6803,17326.05956,47.2,1302.954952,39.99941407,1.302954952,96.75408059,24,3416.499803
501,651477.4759,664507.0255,1526.621516,11502.928,792224.7299,17504.994,47.2,1315.984501,40.39940821,1.315984501,97.72162139,24,3450.878401
502,657992.2507,671152.0957,1541.175731,11618.66928,800357.7984,17685.72885,47.2,1329.144346,40.80340229,1.329144346,98.69883761,24,3485.600785
503,664572.1732,677863.6167,1555.875488,11735.56798,808572.696,17868.28213,47.2,1342.43579,41.21143631,1.34243579,99.68582598,24,3520.670393
504,671217.8949,684642.2528,1570.722243,11853.63566,816870.241,18052.67202,47.2,1355.860148,41.62355068,1.355860148,100.6826842,24,3556.090697
505,677930.0739,691488.6754,1585.717465,11972.88401,825251.2598,18238.91688,47.2,1369.418749,42.03978618,1.369418749,101.6895111,24,3591.865204
506,684709.3746,698403.5621,1600.86264,12093.32485,833716.5872,18427.03527,47.2,1383.112937,42.46018405,1.383112937,102.7064062,24,3627.997456
507,691556.4684,705387.5977,1616.159266,12214.9701,842267.0662,18617.04592,47.2,1396.944066,42.88478589,1.396944066,103.7334703,24,3664.49103
508,698472.0331,712441.4737,1631.608859,12337.8318,850903.5485,18808.96774,47.2,1410.913507,43.31363374,1.410913507,104.770805,24,3701.349541
509,705456.7534,719565.8885,1647.212948,12461.92212,859626.894,19002.81987,47.2,1425.022642,43.74677008,1.425022642,105.818513,24,3738.576636
510,712511.3209,726761.5473,1662.973077,12587.25334,868437.9713,19198.62158,47.2,1439.272868,44.18423778,1.439272868,106.8766981,24,3776.176002
511,719636.4341,734029.1628,1678.890808,12713.83787,877337.6578,19396.3924,47.2,1453.665597,44.62608016,1.453665597,107.9454651,24,3814.151362
512,726832.7985,741369.4544,1694.967716,12841.68825,886326.8396,19596.15199,47.2,1468.202253,45.07234096,1.468202253,109.0249198,24,3852.506476
513,734101.1265,748783.149,1711.205393,12970.81714,895406.4116,19797.92026,47.2,1482.884275,45.52306437,1.482884275,110.115169,24,3891.245141
514,741442.1377,756270.9805,1727.605447,13101.23731,904577.2777,20001.71728,47.2,1497.713118,45.97829502,1.497713118,111.2163207,24,3930.371192
515,748856.5591,763833.6903,1744.169501,13232.96168,913840.3509,20207.56335,47.2,1512.690249,46.43807797,1.512690249,112.3284839,24,3969.888504
516,756345.1247,771472.0272,1760.899196,13366.0033,923196.5532,20415.47896,47.2,1527.817152,46.90245875,1.527817152,113.4517687,24,4009.800989
517,763908.5759,779186.7475,1777.796188,13500.37533,932646.8159,20625.4848,47.2,1543.095323,47.37148333,1.543095323,114.5862864,24,4050.112599
518,771547.6617,786978.6149,1794.86215,13636.09108,942192.0797,20837.60177,47.2,1558.526277,47.84519817,1.558526277,115.7321493,24,4090.827325
519,779263.1383,794848.4011,1812.098772,13773.16399,951833.2945,21051.85099,47.2,1574.111539,48.32365015,1.574111539,116.8894707,24,4131.949198
520,787055.7697,802796.8851,1829.50776,13911.60763,961571.4198,21268.25377,47.2,1589.852655,48.80688665,1.589852655,118.0583655,24,4173.48229
521,794926.3274,810824.8539,1847.090837,14051.43571,971407.4248,21486.83166,47.2,1605.751181,49.29495552,1.605751181,119.2389491,24,4215.430713
522,802875.5907,818933.1025,1864.849746,14192.66207,981342.2883,21707.60641,47.2,1621.808693,49.78790507,1.621808693,120.4313386,24,4257.79862
523,810904.3466,827122.4335,1882.786243,14335.30069,991376.9988,21930.59997,47.2,1638.02678,50.28578412,1.63802678,121.635652,24,4300.590207
524,819013.39,835393.6578,1900.902105,14479.3657,1001512.555,22155.83455,47.2,1654.407048,50.78864196,1.654407048,122.8520085,24,4343.809709
525,827203.5239,843747.5944,1919.199126,14624.87135,1011749.965,22383.33255,47.2,1670.951118,51.29652838,1.670951118,124.0805286,24,4387.461406
526,835475.5592,852185.0704,1937.679118,14771.83207,1022090.247,22613.1166,47.2,1687.66063,51.80949367,1.68766063,125.3213339,24,4431.54962
527,843830.3148,860706.9211,1956.343909,14920.26239,1032534.431,22845.20957,47.2,1704.537236,52.3275886,1.704537236,126.5745472,24,4476.078716
528,852268.6179,869313.9903,1975.195348,15070.17701,1043083.555,23079.63455,47.2,1721.582608,52.85086449,1.721582608,127.8402927,24,4521.053103
529,860791.3041,878007.1302,1994.235301,15221.59078,1053738.668,23316.41485,47.2,1738.798434,53.37937313,1.738798434,129.1186956,24,4566.477234
530,869399.2171,886787.2015,2013.465654,15374.51869,1064500.831,23555.57403,47.2,1756.186419,53.91316687,1.756186419,130.4098826,24,4612.355607
531,878093.2093,895655.0735,2032.888311,15528.97588,1075371.114,23797.13588,47.2,1773.748283,54.45229853,1.773748283,131.7139814,24,4658.692763
532,886874.1414,904611.6242,2052.505194,15684.97763,1086350.599,24041.12442,47.2,1791.485766,54.99682152,1.791485766,133.0311212,24,4705.49329
533,895742.8828,913657.7405,2072.318246,15842.53941,1097440.376,24287.56392,47.2,1809.400623,55.54678973,1.809400623,134.3614324,24,4752.761823
534,904700.3117,922794.3179,2092.329429,16001.6768,1108641.55,24536.47889,47.2,1827.49463,56.10225763,1.82749463,135.7050467,24,4800.503041
535,913747.3148,932022.2611,2112.540723,16162.40557,1119955.234,24787.89409,47.2,1845.769576,56.66328021,1.845769576,137.0620972,24,4848.721672
536,922884.7879,941342.4837,2132.95413,16324.74163,1131382.553,25041.83452,47.2,1864.227272,57.22991301,1.864227272,138.4327182,24,4897.422488
537,932113.6358,950755.9085,2153.571671,16488.70104,1142924.644,25298.32542,47.2,1882.869544,57.80221214,1.882869544,139.8170454,24,4946.610313
538,941434.7722,960263.4676,2174.395388,16654.30006,1154582.654,25557.39231,47.2,1901.69824,58.38023426,1.90169824,141.2152158,24,4996.290017
539,950849.1199,969866.1023,2195.427342,16821.55506,1166357.743,25819.06094,47.2,1920.715222,58.9640366,1.920715222,142.627368,24,5046.466517
540,960357.6111,979564.7633,2216.669615,16990.48261,1178251.08,26083.35734,47.2,1939.922374,59.55367697,1.939922374,144.0536417,24,5097.144782
541,969961.1872,989360.4109,2238.124312,17161.09943,1190263.85,26350.30778,47.2,1959.321598,60.14921374,1.959321598,145.4941781,24,5148.32983
542,979660.7991,999254.015,2259.793555,17333.42243,1202397.246,26619.93879,47.2,1978.914814,60.75070588,1.978914814,146.9491199,24,5200.026728
543,989457.407,1009246.555,2281.67949,17507.46865,1214652.474,26892.27719,47.2,1998.703962,61.35821294,1.998703962,148.4186111,24,5252.240595
544,999351.9811,1019339.021,2303.784285,17683.25534,1227030.752,27167.35005,47.2,2018.691002,61.97179507,2.018691002,149.9027972,24,5304.976601
545,1009345.501,1029532.411,2326.110128,17860.79989,1239533.312,27445.18472,47.2,2038.877912,62.59151302,2.038877912,151.4018251,24,5358.239967
546,1019438.956,1039827.735,2348.659229,18040.11989,1252161.396,27725.80881,47.2,2059.266691,63.21742815,2.059266691,152.9158434,24,5412.035967
547,1029633.345,1050226.012,2371.433822,18221.23309,1264916.259,28009.25021,47.2,2079.859358,63.84960243,2.079859358,154.4450018,24,5466.369927
548,1039929.679,1060728.273,2394.43616,18404.15742,1277799.17,28295.5371,47.2,2100.657951,64.48809845,2.100657951,155.9894518,24,5521.247226
549,1050328.976,1071335.555,2417.668521,18588.91099,1290811.407,28584.69794,47.2,2121.664531,65.13297944,2.121664531,157.5493464,24,5576.673298
550,1060832.266,1082048.911,2441.133207,18775.5121,1303954.266,28876.76146,47.2,2142.881176,65.78430923,2.142881176,159.1248398,24,5632.653631
551,1071440.588,1092869.4,2464.832539,18963.97922,1317229.051,29171.75669,47.2,2164.309988,66.44215232,2.164309988,160.7160882,24,5689.193767
552,1082154.994,1103798.094,2488.768864,19154.33102,1330637.083,29469.71295,47.2,2185.953088,67.10657385,2.185953088,162.3232491,24,5746.299305
553,1092976.544,1114836.075,2512.944553,19346.58633,1344179.693,29770.65985,47.2,2207.812619,67.77763959,2.207812619,163.9464816,24,5803.975898
554,1103906.309,1125984.436,2537.361998,19540.76419,1357858.228,30074.6273,47.2,2229.890745,68.45541598,2.229890745,165.5859464,24,5862.229257
555,1114945.373,1137244.28,2562.023618,19736.88383,1371674.047,30381.64549,47.2,2252.189652,69.13997014,2.252189652,167.2418059,24,5921.06515
556,1126094.826,1148616.723,2586.931854,19934.96467,1385628.522,30691.74494,47.2,2274.711549,69.83136984,2.274711549,168.9142239,24,5980.489401
557,1137355.774,1160102.89,2612.089173,20135.02632,1399723.041,31004.95646,47.2,2297.458664,70.52968354,2.297458664,170.6033662,24,6040.507895
558,1148729.332,1171703.919,2637.498065,20337.08858,1413959.003,31321.31117,47.2,2320.433251,71.23498038,2.320433251,172.3093998,24,6101.126574
559,1160216.626,1183420.958,2663.161045,20541.17147,1428337.823,31640.84051,47.2,2343.637584,71.94733018,2.343637584,174.0324938,24,6162.35144
560,1171818.792,1195255.168,2689.080656,20747.29518,1442860.929,31963.57621,47.2,2367.073959,72.66680348,2.367073959,175.7728188,24,6224.188554
561,1183536.98,1207207.719,2715.259462,20955.48013,1457529.765,32289.55034,47.2,2390.744699,73.39347152,2.390744699,177.530547,24,6286.64404
562,1195372.35,1219279.797,2741.700057,21165.74693,1472345.788,32618.7953,47.2,2414.652146,74.12740623,2.414652146,179.3058524,24,6349.72408
563,1207326.073,1231472.594,2768.405057,21378.1164,1487310.47,32951.34377,47.2,2438.798668,74.86868029,2.438798668,181.098911,24,6413.434921
564,1219399.334,1243787.32,2795.377108,21592.60957,1502425.296,33287.22881,47.2,2463.186654,75.6173671,2.463186654,182.9099001,24,6477.78287
565,1231593.327,1256225.194,2822.618879,21809.24766,1517691.77,33626.48377,47.2,2487.818521,76.37354077,2.487818521,184.7389991,24,6542.774299
566,1243909.26,1268787.446,2850.133068,22028.05214,1533111.406,33969.14236,47.2,2512.696706,77.13727618,2.512696706,186.5863891,24,6608.415642
567,1256348.353,1281475.32,2877.922399,22249.04466,1548685.738,34315.23861,47.2,2537.823673,77.90864894,2.537823673,188.4522529,24,6674.713398
568,1268911.837,1294290.073,2905.989623,22472.24711,1564416.311,34664.8069,47.2,2563.20191,78.68773543,2.56320191,190.3367755,24,6741.674132
569,1281600.955,1307232.974,2934.337519,22697.68158,1580304.688,35017.88195,47.2,2588.833929,79.47461278,2.588833929,192.2401432,24,6809.304474
570,1294416.964,1320305.304,2962.968894,22925.37039,1596352.447,35374.49882,47.2,2614.722268,80.26935891,2.614722268,194.1625447,24,6877.611118
571,1307361.134,1333508.357,2991.886583,23155.3361,1612561.182,35734.69294,47.2,2640.869491,81.0720525,2.640869491,196.1041701,24,6946.60083
572,1320434.745,1346843.44,3021.093449,23387.60146,1628932.503,36098.50007,47.2,2667.278186,81.88277302,2.667278186,198.0652118,24,7016.280438
573,1333639.093,1360311.875,3050.592383,23622.18947,1645468.036,36465.95635,47.2,2693.950968,82.70160075,2.693950968,200.0458639,24,7086.656842
574,1346975.484,1373914.993,3080.386307,23859.12337,1662169.422,36837.09827,47.2,2720.890477,83.52861676,2.720890477,202.0463226,24,7157.737011
575,1360445.239,1387654.143,3110.47817,24098.4266,1679038.321,37211.96269,47.2,2748.099382,84.36390293,2.748099382,204.0667858,24,7229.527981
576,1374049.691,1401530.685,3140.870952,24340.12287,1696076.407,37590.58682,47.2,2775.580376,85.20754196,2.775580376,206.1074537,24,7302.036861
577,1387790.188,1415545.992,3171.567661,24584.2361,1713285.372,37973.00827,47.2,2803.33618,86.05961738,2.80333618,208.1685282,24,7375.270829
578,1401668.09,1429701.452,3202.571338,24830.79046,1730666.925,38359.26501,47.2,2831.369541,86.92021355,2.831369541,210.2502135,24,7449.237137
579,1415684.771,1443998.466,3233.885051,25079.81036,1748222.793,38749.39539,47.2,2859.683237,87.78941569,2.859683237,212.3527156,24,7523.943109
580,1429841.618,1458438.451,3265.511902,25331.32047,1765954.717,39143.43816,47.2,2888.280069,88.66730984,2.888280069,214.4762428,24,7599.39614
581,1444140.035,1473022.835,3297.455021,25585.34567,1783864.459,39541.43242,47.2,2917.16287,89.55398294,2.91716287,216.6210052,24,7675.603701
582,1458581.435,1487753.064,3329.717571,25841.91113,1801953.797,39943.41771,47.2,2946.334499,90.44952277,2.946334499,218.7872152,24,7752.573338
583,1473167.249,1502630.594,3362.302747,26101.04224,1820224.526,40349.43392,47.2,2975.797844,91.354018,2.975797844,220.9750874,24,7830.312672
584,1487898.922,1517656.9,3395.213774,26362.76466,1838678.462,40759.52137,47.2,3005.555822,92.26755818,3.005555822,223.1848383,24,7908.829398
585,1502777.911,1532833.469,3428.453912,26627.10431,1857317.435,41173.72077,47.2,3035.61138,93.19023376,3.03561138,225.4166866,24,7988.131292
586,1517805.69,1548161.804,3462.026451,26894.08735,1876143.296,41592.07324,47.2,3065.967494,94.1221361,3.065967494,227.6708535,24,8068.226205
587,1532983.747,1563643.422,3495.934716,27163.74022,1895157.914,42014.62031,47.2,3096.627169,95.06335746,3.096627169,229.9475621,24,8149.122067
588,1548313.584,1579279.856,3530.182063,27436.08963,1914363.177,42441.40393,47.2,3127.593441,96.01399103,3.127593441,232.2470377,24,8230.826888
589,1563796.72,1595072.655,3564.771883,27711.16252,1933760.99,42872.46645,47.2,3158.869375,96.97413094,3.158869375,234.569508,24,8313.348757
590,1579434.688,1611023.381,3599.707602,27988.98615,1953353.281,43307.85068,47.2,3190.458069,97.94387225,3.190458069,236.9152031,24,8396.695844
591,1595229.034,1627133.615,3634.992678,28269.58801,1973141.992,43747.59983,47.2,3222.362649,98.92331098,3.222362649,239.2843552,24,8480.876403
592,1611181.325,1643404.951,3670.630605,28552.99589,1993129.089,44191.75754,47.2,3254.586276,99.91254409,3.254586276,241.6771987,24,8565.898767
593,1627293.138,1659839.001,3706.624911,28839.23785,2013316.556,44640.36791,47.2,3287.132139,100.9116695,3.287132139,244.0939707,24,8651.771355
594,1643566.069,1676437.391,3742.97916,29128.34223,2033706.396,45093.47546,47.2,3320.00346,101.9207862,3.32000346,246.5349104,24,8738.502668
595,1660001.73,1693201.765,3779.696952,29420.33765,2054300.632,45551.12515,47.2,3353.203495,102.9399941,3.353203495,249.0002595,24,8826.101295
596,1676601.747,1710133.782,3816.781921,29715.25303,2075101.309,46013.36242,47.2,3386.73553,103.969394,3.38673553,251.4902621,24,8914.575908
597,1693367.765,1727235.12,3854.237741,30013.11756,2096110.491,46480.23314,47.2,3420.602885,105.009088,3.420602885,254.0051647,24,9003.935267
598,1710301.442,1744507.471,3892.068118,30313.96073,2117330.264,46951.78364,47.2,3454.808914,106.0591788,3.454808914,256.5452164,24,9094.18822
599,1727404.457,1761952.546,3930.276799,30617.81234,2138762.732,47428.06072,47.2,3489.357003,107.1197706,3.489357003,259.1106685,24,9185.343702
600,1744678.501,1779572.072,3968.867567,30924.70246,2160410.024,47909.11165,47.2,3524.250573,108.1909683,3.524250573,261.7017752,24,9277.410739
601,1762125.286,1797367.792,4007.844243,31234.66149,2182274.287,48394.98416,47.2,3559.493079,109.272878,3.559493079,264.318793,24,9370.398446
602,1779746.539,1815341.47,4047.210685,31547.7201,2204357.691,48885.72647,47.2,3595.08801,110.3656068,3.59508801,266.9619809,24,9464.316031
603,1797544.005,1833494.885,4086.970792,31863.9093,2226662.428,49381.38728,47.2,3631.03889,111.4692629,3.63103889,269.6316007,24,9559.172791
604,1815519.445,1851829.834,4127.1285,32183.2604,2249190.71,49882.01578,47.2,3667.349279,112.5839555,3.667349279,272.3279167,24,9654.978119
605,1833674.639,1870348.132,4167.687785,32505.805,2271944.774,50387.66164,47.2,3704.022771,113.7097951,3.704022771,275.0511959,24,9751.7415
606,1852011.386,1889051.613,4208.652663,32831.57505,2294926.876,50898.37502,47.2,3741.062999,114.846893,3.741062999,277.8017078,24,9849.472515
607,1870531.5,1907942.129,4250.027189,33160.6028,2318139.298,51414.20662,47.2,3778.473629,115.9953619,3.778473629,280.5797249,24,9948.18084
608,1889236.814,1927021.551,4291.815461,33492.92083,2341584.343,51935.20761,47.2,3816.258365,117.1553156,3.816258365,283.3855222,24,10047.87625
609,1908129.183,1946291.766,4334.021616,33828.56204,2365264.336,52461.42969,47.2,3854.420949,118.3268687,3.854420949,286.2193774,24,10148.56861
610,1927210.474,1965754.684,4376.649832,34167.55966,2389181.628,52992.92506,47.2,3892.965158,119.5101374,3.892965158,289.0815712,24,10250.2679
611,1946482.579,1985412.231,4419.70433,34509.94725,2413338.591,53529.74646,47.2,3931.89481,120.7052388,3.93189481,291.9723869,24,10352.98418
612,1965947.405,2005266.353,4463.189374,34855.75873,2437737.622,54071.94716,47.2,3971.213758,121.9122912,3.971213758,294.8921108,24,10456.72762
613,1985606.879,2025319.017,4507.109268,35205.02831,2462381.142,54619.58093,47.2,4010.925896,123.1314141,4.010925896,297.8410319,24,10561.50849
614,2005462.948,2045572.207,4551.46836,35557.7906,2487271.595,55172.70212,47.2,4051.035155,124.3627282,4.051035155,300.8194422,24,10667.33718
615,2025517.577,2066027.929,4596.271044,35914.0805,2512411.452,55731.36559,47.2,4091.545506,125.6063555,4.091545506,303.8276366,24,10774.22415
616,2045772.753,2086688.208,4641.521754,36273.93331,2537803.205,56295.62678,47.2,4132.460961,126.862419,4.132460961,306.865913,24,10882.17999
617,2066230.481,2107555.09,4687.224972,36637.38464,2563449.374,56865.54165,47.2,4173.785571,128.1310432,4.173785571,309.9345721,24,10991.21539
618,2086892.785,2128630.641,4733.385221,37004.47049,2589352.504,57441.16674,47.2,4215.523427,129.4123537,4.215523427,313.0339178,24,11101.34115
619,2107761.713,2149916.948,4780.007074,37375.22719,2615515.163,58022.55917,47.2,4257.678661,130.7064772,4.257678661,316.164257,24,11212.56816
620,2128839.33,2171416.117,4827.095144,37749.69146,2641939.947,58609.77659,47.2,4300.255447,132.013542,4.300255447,319.3258996,24,11324.90744
621,2150127.724,2193130.278,4874.654096,38127.90038,2668629.477,59202.87726,47.2,4343.258002,133.3336774,4.343258002,322.5191586,24,11438.37011
622,2171629.001,2215061.581,4922.688637,38509.89138,2695586.401,59801.92002,47.2,4386.690582,134.6670142,4.386690582,325.7443501,24,11552.96741
623,2193345.291,2237212.197,4971.203523,38895.7023,2722813.392,60406.96428,47.2,4430.557488,136.0136843,4.430557488,329.0017936,24,11668.71069
624,2215278.744,2259584.319,5020.203558,39285.37132,2750313.152,61018.07005,47.2,4474.863063,137.3738212,4.474863063,332.2918116,24,11785.6114
625,2237431.531,2282180.162,5069.693594,39678.93703,2778088.408,61635.29796,47.2,4519.611693,138.7475594,4.519611693,335.6147297,24,11903.68111
626,2259805.847,2305001.964,5119.67853,40076.4384,2806141.915,62258.70923,47.2,4564.80781,140.135035,4.56480781,338.970877,24,12022.93152
627,2282403.905,2328051.983,5170.163315,40477.91479,2834476.455,62888.36568,47.2,4610.455888,141.5363853,4.610455888,342.3605858,24,12143.37444
628,2305227.944,2351332.503,5221.152948,40883.40593,2863094.84,63524.32977,47.2,4656.560447,142.9517492,4.656560447,345.7841916,24,12265.02178
629,2328280.224,2374845.828,5272.652478,41292.95199,2891999.906,64166.66458,47.2,4703.126052,144.3812667,4.703126052,349.2420335,24,12387.8856
630,2351563.026,2398594.286,5324.667003,41706.59351,2921194.522,64815.43381,47.2,4750.157312,145.8250793,4.750157312,352.7344539,24,12511.97805
631,2375078.656,2422580.229,5377.201673,42124.37145,2950681.582,65470.70181,47.2,4797.658885,147.2833301,4.797658885,356.2617984,24,12637.31143
632,2398829.443,2446806.031,5430.261689,42546.32716,2980464.011,66132.53357,47.2,4845.635474,148.7561634,4.845635474,359.8244164,24,12763.89815
633,2422817.737,2471274.092,5483.852306,42972.50244,3010544.762,66800.99472,47.2,4894.091829,150.2437251,4.894091829,363.4226606,24,12891.75073
634,2447045.914,2495986.833,5537.978829,43402.93946,3040926.82,67476.15155,47.2,4943.032747,151.7461623,4.943032747,367.0568872,24,13020.88184
635,2471516.374,2520946.701,5592.646618,43837.68085,3071613.196,68158.07103,47.2,4992.463075,153.2636239,4.992463075,370.727456,24,13151.30426
636,2496231.537,2546156.168,5647.861084,44276.76966,3102606.935,68846.82078,47.2,5042.387705,154.7962602,5.042387705,374.4347306,24,13283.0309
637,2521193.853,2571617.73,5703.627695,44720.24936,3133911.11,69542.46911,47.2,5092.811582,156.3442228,5.092811582,378.1790779,24,13416.07481
638,2546405.791,2597333.907,5759.951972,45168.16385,3165528.824,70245.08499,47.2,5143.739698,157.907665,5.143739698,381.9608687,24,13550.44916
639,2571869.849,2623307.246,5816.839491,45620.55749,3197463.215,70954.7381,47.2,5195.177095,159.4867416,5.195177095,385.7804774,24,13686.16725
640,2597588.548,2649540.319,5874.295886,46077.47507,3229717.447,71671.49883,47.2,5247.128866,161.0816091,5.247128866,389.6382821,24,13823.24252
641,2623564.433,2676035.722,5932.326845,46538.96182,3262294.721,72395.43823,47.2,5299.600155,162.6924252,5.299600155,393.534665,24,13961.68855
642,2649800.077,2702796.079,5990.938114,47005.06344,3295198.265,73126.62811,47.2,5352.596156,164.3193494,5.352596156,397.4700116,24,14101.51903
643,2676298.078,2729824.04,6050.135495,47475.82607,3328431.343,73865.14096,47.2,5406.122118,165.9625429,5.406122118,401.4447117,24,14242.74782
644,2703061.059,2757122.28,6109.92485,47951.29633,3361997.251,74611.05001,47.2,5460.183339,167.6221683,5.460183339,405.4591588,24,14385.3889
645,2730091.67,2784693.503,6170.312098,48431.52129,3395899.316,75364.42923,47.2,5514.785173,169.29839,5.514785173,409.5137504,24,14529.45639
646,2757392.586,2812540.438,6231.303219,48916.54851,3430140.899,76125.35332,47.2,5569.933024,170.9913739,5.569933024,413.6088879,24,14674.96455
647,2784966.512,2840665.842,6292.904251,49406.42599,3464725.398,76893.89773,47.2,5625.632355,172.7012877,5.625632355,417.7449768,24,14821.9278
648,2812816.177,2869072.501,6355.121294,49901.20225,3499656.239,77670.13865,47.2,5681.888678,174.4283005,5.681888678,421.9224266,24,14970.36068
649,2840944.339,2897763.226,6417.960507,50400.92627,3534936.888,78454.15306,47.2,5738.707565,176.1725835,5.738707565,426.1416509,24,15120.27788
650,2869353.782,2926740.858,6481.428112,50905.64754,3570570.841,79246.01869,47.2,5796.09464,177.9343094,5.79609464,430.4030674,24,15271.69426
651,2898047.32,2956008.267,6545.530393,51415.41601,3606561.632,80045.81405,47.2,5854.055587,179.7136525,5.854055587,434.707098,24,15424.6248
652,2927027.793,2985568.349,6610.273697,51930.28217,3642912.83,80853.61844,47.2,5912.596143,181.510789,5.912596143,439.054169,24,15579.08465
653,2956298.071,3015424.033,6675.664434,52450.29699,3679628.038,81669.51195,47.2,5971.722104,183.3258969,5.971722104,443.4447107,24,15735.0891
654,2985861.052,3045578.273,6741.709078,52975.51196,3716710.896,82493.57546,47.2,6031.439325,185.1591558,6.031439325,447.8791578,24,15892.65359
655,3015719.663,3076034.056,6808.414169,53505.97908,3754165.081,83325.89069,47.2,6091.753718,187.0107474,6.091753718,452.3579494,24,16051.79373
656,3045876.859,3106794.396,6875.786311,54041.75087,3791994.307,84166.54015,47.2,6152.671256,188.8808549,6.152671256,456.8815289,24,16212.52526
657,3076335.628,3137862.34,6943.832174,54582.88038,3830202.323,85015.60718,47.2,6214.197968,190.7696634,6.214197968,461.4503442,24,16374.86411
658,3107098.984,3169240.964,7012.558496,55129.42119,3868792.918,85873.17596,47.2,6276.339948,192.6773601,6.276339948,466.0648476,24,16538.82636
659,3138169.974,3200933.373,7081.97208,55681.4274,3907769.917,86739.33149,47.2,6339.103347,194.6041337,6.339103347,470.7254961,24,16704.42822
660,3169551.674,3232942.707,7152.079801,56238.95367,3947137.185,87614.15966,47.2,6402.494381,196.550175,6.402494381,475.4327511,24,16871.6861
661,3201247.19,3265272.134,7222.888599,56802.05521,3986898.623,88497.74719,47.2,6466.519325,198.5156767,6.466519325,480.1870786,24,17040.61656
662,3233259.662,3297924.856,7294.405485,57370.78776,4027058.175,89390.18166,47.2,6531.184518,200.5008335,6.531184518,484.9889494,24,17211.23633
663,3265592.259,3330904.104,7366.63754,57945.20764,4067619.82,90291.55156,47.2,6596.496363,202.5058419,6.596496363,489.8388388,24,17383.56229
664,3298248.182,3364213.145,7439.591916,58525.37172,4108587.58,91201.94623,47.2,6662.461327,204.5309003,6.662461327,494.7372272,24,17557.61151
665,3331230.663,3397855.277,7513.275835,59111.33743,4149965.517,92121.45592,47.2,6729.08594,206.5762093,6.72908594,499.6845995,24,17733.40123
666,3364542.97,3431833.829,7587.696593,59703.16281,4191757.731,93050.17179,47.2,6796.376799,208.6419714,6.796376799,504.6814455,24,17910.94884
667,3398188.4,3466152.168,7662.861559,60300.90644,4233968.365,93988.18589,47.2,6864.340567,210.7283911,6.864340567,509.72826,24,18090.27193
668,3432170.284,3500813.689,7738.778175,60904.6275,4276601.604,94935.59121,47.2,6932.983973,212.835675,6.932983973,514.8255426,24,18271.38825
669,3466491.987,3535821.826,7815.453956,61514.38577,4319661.674,95892.48165,47.2,7002.313813,214.9640317,7.002313813,519.973798,24,18454.31573
